municipio_id,nome,tipo,endereco,latitude,longitude,codigo_inep
2300309,HERMINIO BARBOSA E SILVA EEF,Municipal,"SITIO JENIPAPEIRO, S/N ZONA RURAL. 63560-000 Acopiara - CE.",,,23111917
2300309,HUGO DE GOUVEA SOARES EEF DR,Municipal,"RUA JOSE PAULINO DE CARVALHO, SN SAO FRANCISCO. 63560-000 Acopiara - CE.",-6.088,-39.4559683,23111925
2300309,JOAO ANTONIO EEF PE,Municipal,"AV PAULINO FELIX, 214 CENTRO. 63560-000 Acopiara - CE.",-6.0940899,-39.4533203,23111933
2300309,JOAO MOREIRA BARROS EEF,Municipal,"RUA 21 DE ABRIL, S/N MOREIRA. 63560-000 Acopiara - CE.",-6.1035119,-39.4473689,23111984
2300309,JOAO UCHOA DE ALBUQUERQUE EEF DR,Municipal,"RUA NOSSA SENHORA DO CARMO, S/N RUA. ZONA RURAL. 63560-000 Acopiara - CE.",-6.086466,-39.218946,23111992
2300309,JOSE ADONIAS GURGEL DE ALBUQUERQUE EEF DR,Municipal,"AVENIDA JOAO PAULO II, S/N SAO FRANCISCO. 63560-000 Acopiara - CE.",-6.0889017,-39.4569267,23112042
2300309,JOSE LEANDRO CORREIA EEF,Municipal,"SITIO ESCURO, SN ZONA RURAL. 63560-000 Acopiara - CE.",-6.1185353,-39.5188047,23112115
2300309,MANOEL QUARESMA DOS ANJOS EEF,Municipal,"RUA REINALDO COSTA, S/N MOREIRA. 63560-000 Acopiara - CE.",-6.1092835,-39.4429569,23112204
2300309,CRISARES SAMPAIO COUTO EEF PE,Municipal,"VILA BARRA DO INGA, S/N DISTRITO DE BARRA DO INGA. 63560-000 Acopiara - CE.",-6.2125362,-39.5342539,23112360
2300309,FRANCISCO DE ASSIS COUTO EEF MONSENHOR,Municipal,"VILA EBRON, S/N DISTRITO DE EBRON. ZONA RURAL. 63560-000 Acopiara - CE.",-6.09942803,-39.45324853,23112387
2300309,ADONIAS UCHOA DE ALBUQUERQUE EEF,Municipal,"VILA ISIDORO, S/N ZONA RURAL. 63560-000 Acopiara - CE.",-6.13198498,-39.34688949,23112638
2300309,JOSE PAULINO DE ARAUJO EEF,Municipal,"SITIO TIPIS, S/N 63560-000 Acopiara - CE.",-6.1925081,-39.3409857,23112689
2300309,SAO SEBASTIAO EEF,Municipal,"VILA CAIXA, QUINCOE. 63560-000 Acopiara - CE.",-6.19558075,-39.43073303,23112859
2300309,UMBELINO ROQUE EEF,Municipal,"SITIO FORTUNA, S/N SITIO. 63560-000 Acopiara - CE.",-6.2141867,-39.3740861,23112875
2300309,MANOEL RODRIGUES DE CARVALHO EEF,Municipal,"RUA NOSSA SENHORA APARECIDA, SN VILA UMARI. ZONA RURAL. 63560-000 Acopiara - CE.",-6.0874966,-39.2182221,23113090
